L4 | Sun May 05 22:36:55 2019 (268 ms) | general | New game starting up
L4 | Sun May 05 22:51:44 2019 (843 ms) | general | exiting: calling SDL_CloseAudio

L4 | Sun May 05 22:51:44 2019 (934 ms) | general | exiting: Deleting sceneHandler

L4 | Sun May 05 22:51:44 2019 (934 ms) | general | Freeing sound sprites

L4 | Sun May 05 22:51:44 2019 (943 ms) | general | exiting: freeing frameDrawer

L4 | Sun May 05 22:51:45 2019 (258 ms) | general | exiting: Deleting screen

L4 | Sun May 05 22:51:45 2019 (258 ms) | general | exiting: freeing drawString

L4 | Sun May 05 22:51:45 2019 (261 ms) | general | exiting: calling SDL_Quit()

L4 | Sun May 05 22:51:46 2019 (14 ms) | general | exiting: Done.

L4 | Sun May 05 22:52:32 2019 (600 ms) | general | New game starting up
L4 | Sun May 05 22:52:32 2019 (600 ms) | general | Target game image size:  1024x600

L4 | Sun May 05 22:52:32 2019 (601 ms) | general | Ideal window dimensions:  640x480

L4 | Sun May 05 22:52:32 2019 (601 ms) | general | Screen width smaller than target game width, fixing
L4 | Sun May 05 22:52:32 2019 (601 ms) | general | Screen height smaller than target game height, fixing
L4 | Sun May 05 22:52:32 2019 (601 ms) | general | Trying to start in fullscreen mode.
L4 | Sun May 05 22:52:32 2019 (602 ms) | general | The following frame rates are considered possible:
L4 | Sun May 05 22:52:32 2019 (602 ms) | general | 60 fps
L4 | Sun May 05 22:52:32 2019 (602 ms) | general | 120 fps
L4 | Sun May 05 22:52:32 2019 (602 ms) | general | 144 fps
L4 | Sun May 05 22:52:32 2019 (607 ms) | general | Setting real (not borderless) fullscreen mode
L4 | Sun May 05 22:52:32 2019 (607 ms) | general | Current screen configuration is 1366x768 with aspect ratio 1.77
L4 | Sun May 05 22:52:32 2019 (607 ms) | general | Sticking with user's current screen resolution
L4 | Sun May 05 22:52:32 2019 (607 ms) | general | Checking if requested video mode (1366x768) is available
L4 | Sun May 05 22:52:32 2019 (607 ms) | general | Available video modes:
L5 | Sun May 05 22:52:32 2019 (607 ms) | general |    1366 x 768

L4 | Sun May 05 22:52:32 2019 (607 ms) | general |    ^^^^ this mode matches current aspect ratio
L4 | Sun May 05 22:52:32 2019 (607 ms) | general |    ^^^^ this mode matches requested mode
L5 | Sun May 05 22:52:32 2019 (608 ms) | general |    1360 x 768

L4 | Sun May 05 22:52:32 2019 (608 ms) | general |    ^^^^ this mode matches current aspect ratio
L5 | Sun May 05 22:52:32 2019 (608 ms) | general |    1280 x 768

L5 | Sun May 05 22:52:32 2019 (608 ms) | general |    1280 x 720

L4 | Sun May 05 22:52:32 2019 (608 ms) | general |    ^^^^ this mode matches current aspect ratio
L5 | Sun May 05 22:52:32 2019 (608 ms) | general |    1280 x 600

L5 | Sun May 05 22:52:32 2019 (608 ms) | general |    1024 x 768

L5 | Sun May 05 22:52:32 2019 (608 ms) | general |    800 x 600

L5 | Sun May 05 22:52:32 2019 (608 ms) | general |    640 x 480

L5 | Sun May 05 22:52:32 2019 (608 ms) | general |    640 x 400

L5 | Sun May 05 22:52:32 2019 (608 ms) | general |    512 x 384

L5 | Sun May 05 22:52:32 2019 (608 ms) | general |    400 x 300

L5 | Sun May 05 22:52:32 2019 (608 ms) | general |    320 x 240

L5 | Sun May 05 22:52:32 2019 (609 ms) | general |    320 x 200

L4 | Sun May 05 22:52:33 2019 (3 ms) | general | Successfully opened audio: 22050Hz (requested 22050Hz), sample buffer size=512 (requested 512)

L4 | Sun May 05 22:52:37 2019 (251 ms) | general | Measured frame rate = 1103.999973 fps

L4 | Sun May 05 22:52:37 2019 (251 ms) | general | Closest possible frame rate = 144 fps

L4 | Sun May 05 22:52:37 2019 (251 ms) | general | Vsync to enforce closested frame rate of 144 fps doesn't seem to be in effect.

L4 | Sun May 05 22:52:37 2019 (251 ms) | general | Will sleep each frame to enforce desired frame rate of 60 fps

L4 | Sun May 05 23:20:46 2019 (204 ms) | general | exiting...

L4 | Sun May 05 23:20:46 2019 (204 ms) | general | exiting: calling SDL_CloseAudio

L4 | Sun May 05 23:20:46 2019 (283 ms) | general | exiting: Deleting sceneHandler

L4 | Sun May 05 23:20:46 2019 (283 ms) | general | Freeing sound sprites

L4 | Sun May 05 23:20:46 2019 (291 ms) | general | exiting: freeing frameDrawer

L4 | Sun May 05 23:20:46 2019 (618 ms) | general | exiting: Deleting screen

L4 | Sun May 05 23:20:46 2019 (618 ms) | general | exiting: freeing drawString

L4 | Sun May 05 23:20:46 2019 (622 ms) | general | exiting: calling SDL_Quit()

L4 | Sun May 05 23:20:47 2019 (479 ms) | general | exiting: Done.

L4 | Mon May 06 20:07:33 2019 (777 ms) | general | New game starting up
L4 | Mon May 06 20:07:33 2019 (827 ms) | general | Target game image size:  1024x600

L4 | Mon May 06 20:07:33 2019 (827 ms) | general | Ideal window dimensions:  640x480

L4 | Mon May 06 20:07:33 2019 (827 ms) | general | Screen width smaller than target game width, fixing
L4 | Mon May 06 20:07:33 2019 (827 ms) | general | Screen height smaller than target game height, fixing
L4 | Mon May 06 20:07:33 2019 (828 ms) | general | Trying to start in fullscreen mode.
L4 | Mon May 06 20:07:33 2019 (828 ms) | general | The following frame rates are considered possible:
L4 | Mon May 06 20:07:33 2019 (828 ms) | general | 60 fps
L4 | Mon May 06 20:07:33 2019 (828 ms) | general | 120 fps
L4 | Mon May 06 20:07:33 2019 (828 ms) | general | 144 fps
L4 | Mon May 06 20:07:33 2019 (831 ms) | general | Setting real (not borderless) fullscreen mode
L4 | Mon May 06 20:07:33 2019 (831 ms) | general | Current screen configuration is 1366x768 with aspect ratio 1.77
L4 | Mon May 06 20:07:33 2019 (831 ms) | general | Sticking with user's current screen resolution
L4 | Mon May 06 20:07:33 2019 (831 ms) | general | Checking if requested video mode (1366x768) is available
L4 | Mon May 06 20:07:33 2019 (831 ms) | general | Available video modes:
L5 | Mon May 06 20:07:33 2019 (831 ms) | general |    1366 x 768

L4 | Mon May 06 20:07:33 2019 (831 ms) | general |    ^^^^ this mode matches current aspect ratio
L4 | Mon May 06 20:07:33 2019 (831 ms) | general |    ^^^^ this mode matches requested mode
L5 | Mon May 06 20:07:33 2019 (831 ms) | general |    1360 x 768

L4 | Mon May 06 20:07:33 2019 (831 ms) | general |    ^^^^ this mode matches current aspect ratio
L5 | Mon May 06 20:07:33 2019 (831 ms) | general |    1280 x 768

L5 | Mon May 06 20:07:33 2019 (831 ms) | general |    1280 x 720

L4 | Mon May 06 20:07:33 2019 (832 ms) | general |    ^^^^ this mode matches current aspect ratio
L5 | Mon May 06 20:07:33 2019 (832 ms) | general |    1280 x 600

L5 | Mon May 06 20:07:33 2019 (832 ms) | general |    1024 x 768

L5 | Mon May 06 20:07:33 2019 (832 ms) | general |    800 x 600

L5 | Mon May 06 20:07:33 2019 (832 ms) | general |    640 x 480

L5 | Mon May 06 20:07:33 2019 (832 ms) | general |    640 x 400

L5 | Mon May 06 20:07:33 2019 (832 ms) | general |    512 x 384

L5 | Mon May 06 20:07:33 2019 (832 ms) | general |    400 x 300

L5 | Mon May 06 20:07:33 2019 (832 ms) | general |    320 x 240

L5 | Mon May 06 20:07:33 2019 (832 ms) | general |    320 x 200

L4 | Mon May 06 20:07:34 2019 (103 ms) | general | Successfully opened audio: 22050Hz (requested 22050Hz), sample buffer size=512 (requested 512)

L4 | Mon May 06 20:07:37 2019 (767 ms) | general | Measured frame rate = 1139.953361 fps

L4 | Mon May 06 20:07:37 2019 (767 ms) | general | Closest possible frame rate = 144 fps

L4 | Mon May 06 20:07:37 2019 (767 ms) | general | Vsync to enforce closested frame rate of 144 fps doesn't seem to be in effect.

L4 | Mon May 06 20:07:37 2019 (767 ms) | general | Will sleep each frame to enforce desired frame rate of 60 fps

L4 | Mon May 06 20:22:22 2019 (302 ms) | general | exiting...

L4 | Mon May 06 20:22:22 2019 (302 ms) | general | exiting: calling SDL_CloseAudio

L4 | Mon May 06 20:22:22 2019 (383 ms) | general | exiting: Deleting sceneHandler

L4 | Mon May 06 20:22:22 2019 (383 ms) | general | Freeing sound sprites

L4 | Mon May 06 20:22:22 2019 (393 ms) | general | exiting: freeing frameDrawer

L4 | Mon May 06 20:22:22 2019 (772 ms) | general | exiting: Deleting screen

L4 | Mon May 06 20:22:22 2019 (773 ms) | general | exiting: freeing drawString

L4 | Mon May 06 20:22:22 2019 (775 ms) | general | exiting: calling SDL_Quit()

L4 | Mon May 06 20:22:23 2019 (751 ms) | general | exiting: Done.

L4 | Mon May 06 20:36:31 2019 (174 ms) | general | New game starting up
L4 | Mon May 06 20:36:31 2019 (175 ms) | general | Target game image size:  1024x600

L4 | Mon May 06 20:36:31 2019 (175 ms) | general | Ideal window dimensions:  640x480

L4 | Mon May 06 20:36:31 2019 (176 ms) | general | Screen width smaller than target game width, fixing
L4 | Mon May 06 20:36:31 2019 (176 ms) | general | Screen height smaller than target game height, fixing
L4 | Mon May 06 20:36:31 2019 (176 ms) | general | Trying to start in fullscreen mode.
L4 | Mon May 06 20:36:31 2019 (177 ms) | general | The following frame rates are considered possible:
L4 | Mon May 06 20:36:31 2019 (177 ms) | general | 60 fps
L4 | Mon May 06 20:36:31 2019 (177 ms) | general | 120 fps
L4 | Mon May 06 20:36:31 2019 (177 ms) | general | 144 fps
L4 | Mon May 06 20:36:31 2019 (209 ms) | general | Setting real (not borderless) fullscreen mode
L4 | Mon May 06 20:36:31 2019 (209 ms) | general | Current screen configuration is 1366x768 with aspect ratio 1.77
L4 | Mon May 06 20:36:31 2019 (209 ms) | general | Sticking with user's current screen resolution
L4 | Mon May 06 20:36:31 2019 (209 ms) | general | Checking if requested video mode (1366x768) is available
L4 | Mon May 06 20:36:31 2019 (210 ms) | general | Available video modes:
L5 | Mon May 06 20:36:31 2019 (210 ms) | general |    1366 x 768

L4 | Mon May 06 20:36:31 2019 (210 ms) | general |    ^^^^ this mode matches current aspect ratio
L4 | Mon May 06 20:36:31 2019 (210 ms) | general |    ^^^^ this mode matches requested mode
L5 | Mon May 06 20:36:31 2019 (210 ms) | general |    1360 x 768

L4 | Mon May 06 20:36:31 2019 (210 ms) | general |    ^^^^ this mode matches current aspect ratio
L5 | Mon May 06 20:36:31 2019 (210 ms) | general |    1280 x 768

L5 | Mon May 06 20:36:31 2019 (211 ms) | general |    1280 x 720

L4 | Mon May 06 20:36:31 2019 (211 ms) | general |    ^^^^ this mode matches current aspect ratio
L5 | Mon May 06 20:36:31 2019 (211 ms) | general |    1280 x 600

L5 | Mon May 06 20:36:31 2019 (211 ms) | general |    1024 x 768

L5 | Mon May 06 20:36:31 2019 (211 ms) | general |    800 x 600

L5 | Mon May 06 20:36:31 2019 (211 ms) | general |    640 x 480

L5 | Mon May 06 20:36:31 2019 (211 ms) | general |    640 x 400

L5 | Mon May 06 20:36:31 2019 (212 ms) | general |    512 x 384

L5 | Mon May 06 20:36:31 2019 (212 ms) | general |    400 x 300

L5 | Mon May 06 20:36:31 2019 (212 ms) | general |    320 x 240

L5 | Mon May 06 20:36:31 2019 (212 ms) | general |    320 x 200

L4 | Mon May 06 20:36:31 2019 (698 ms) | general | Successfully opened audio: 22050Hz (requested 22050Hz), sample buffer size=512 (requested 512)

L4 | Mon May 06 20:36:36 2019 (100 ms) | general | Measured frame rate = 1048.333300 fps

L4 | Mon May 06 20:36:36 2019 (100 ms) | general | Closest possible frame rate = 144 fps

L4 | Mon May 06 20:36:36 2019 (100 ms) | general | Vsync to enforce closested frame rate of 144 fps doesn't seem to be in effect.

L4 | Mon May 06 20:36:36 2019 (100 ms) | general | Will sleep each frame to enforce desired frame rate of 60 fps

L4 | Mon May 06 21:10:52 2019 (67 ms) | general | exiting...

L4 | Mon May 06 21:10:52 2019 (67 ms) | general | exiting: calling SDL_CloseAudio

L4 | Mon May 06 21:10:52 2019 (150 ms) | general | exiting: Deleting sceneHandler

L4 | Mon May 06 21:10:52 2019 (151 ms) | general | Freeing sound sprites

L4 | Mon May 06 21:10:52 2019 (158 ms) | general | exiting: freeing frameDrawer

L4 | Mon May 06 21:10:52 2019 (502 ms) | general | exiting: Deleting screen

L4 | Mon May 06 21:10:52 2019 (503 ms) | general | exiting: freeing drawString

L4 | Mon May 06 21:10:52 2019 (506 ms) | general | exiting: calling SDL_Quit()

L4 | Mon May 06 21:10:53 2019 (308 ms) | general | exiting: Done.

L4 | Mon May 06 21:11:00 2019 (167 ms) | general | New game starting up
L4 | Mon May 06 21:11:00 2019 (168 ms) | general | Target game image size:  1024x600

L4 | Mon May 06 21:11:00 2019 (169 ms) | general | Ideal window dimensions:  640x480

L4 | Mon May 06 21:11:00 2019 (169 ms) | general | Screen width smaller than target game width, fixing
L4 | Mon May 06 21:11:00 2019 (169 ms) | general | Screen height smaller than target game height, fixing
L4 | Mon May 06 21:11:00 2019 (169 ms) | general | Trying to start in fullscreen mode.
L4 | Mon May 06 21:11:00 2019 (170 ms) | general | The following frame rates are considered possible:
L4 | Mon May 06 21:11:00 2019 (170 ms) | general | 60 fps
L4 | Mon May 06 21:11:00 2019 (171 ms) | general | 120 fps
L4 | Mon May 06 21:11:00 2019 (171 ms) | general | 144 fps
L4 | Mon May 06 21:11:00 2019 (178 ms) | general | Setting real (not borderless) fullscreen mode
L4 | Mon May 06 21:11:00 2019 (178 ms) | general | Current screen configuration is 1366x768 with aspect ratio 1.77
L4 | Mon May 06 21:11:00 2019 (178 ms) | general | Sticking with user's current screen resolution
L4 | Mon May 06 21:11:00 2019 (178 ms) | general | Checking if requested video mode (1366x768) is available
L4 | Mon May 06 21:11:00 2019 (179 ms) | general | Available video modes:
L5 | Mon May 06 21:11:00 2019 (179 ms) | general |    1366 x 768

L4 | Mon May 06 21:11:00 2019 (179 ms) | general |    ^^^^ this mode matches current aspect ratio
L4 | Mon May 06 21:11:00 2019 (179 ms) | general |    ^^^^ this mode matches requested mode
L5 | Mon May 06 21:11:00 2019 (179 ms) | general |    1360 x 768

L4 | Mon May 06 21:11:00 2019 (179 ms) | general |    ^^^^ this mode matches current aspect ratio
L5 | Mon May 06 21:11:00 2019 (179 ms) | general |    1280 x 768

L5 | Mon May 06 21:11:00 2019 (179 ms) | general |    1280 x 720

L4 | Mon May 06 21:11:00 2019 (180 ms) | general |    ^^^^ this mode matches current aspect ratio
L5 | Mon May 06 21:11:00 2019 (180 ms) | general |    1280 x 600

L5 | Mon May 06 21:11:00 2019 (180 ms) | general |    1024 x 768

L5 | Mon May 06 21:11:00 2019 (180 ms) | general |    800 x 600

L5 | Mon May 06 21:11:00 2019 (180 ms) | general |    640 x 480

L5 | Mon May 06 21:11:00 2019 (180 ms) | general |    640 x 400

L5 | Mon May 06 21:11:00 2019 (180 ms) | general |    512 x 384

L5 | Mon May 06 21:11:00 2019 (180 ms) | general |    400 x 300

L5 | Mon May 06 21:11:00 2019 (180 ms) | general |    320 x 240

L5 | Mon May 06 21:11:00 2019 (181 ms) | general |    320 x 200

L4 | Mon May 06 21:11:00 2019 (646 ms) | general | Successfully opened audio: 22050Hz (requested 22050Hz), sample buffer size=512 (requested 512)

L4 | Mon May 06 21:11:05 2019 (20 ms) | general | Measured frame rate = 993.002350 fps

L4 | Mon May 06 21:11:05 2019 (20 ms) | general | Closest possible frame rate = 144 fps

L4 | Mon May 06 21:11:05 2019 (21 ms) | general | Vsync to enforce closested frame rate of 144 fps doesn't seem to be in effect.

L4 | Mon May 06 21:11:05 2019 (21 ms) | general | Will sleep each frame to enforce desired frame rate of 60 fps

L4 | Mon May 06 21:12:31 2019 (641 ms) | general | exiting...

L4 | Mon May 06 21:12:31 2019 (641 ms) | general | exiting: calling SDL_CloseAudio

L4 | Mon May 06 21:12:31 2019 (732 ms) | general | exiting: Deleting sceneHandler

L4 | Mon May 06 21:12:31 2019 (732 ms) | general | Freeing sound sprites

L4 | Mon May 06 21:12:31 2019 (742 ms) | general | exiting: freeing frameDrawer

L4 | Mon May 06 21:12:31 2019 (887 ms) | general | exiting: Deleting screen

L4 | Mon May 06 21:12:31 2019 (887 ms) | general | exiting: freeing drawString

L4 | Mon May 06 21:12:31 2019 (889 ms) | general | exiting: calling SDL_Quit()

L4 | Mon May 06 21:12:32 2019 (270 ms) | general | exiting: Done.

